previous_habit_ratio,sleep_hours,sleep_quality,water_liters,steps_count,calories,protein,carbs,fat,mood,habit_success
0.24,3.9,0,1.0,5801,2491,46.1,264.4,72.6,0,0
0.18,4.6,0,2.2,5099,2008,87.0,171.4,67.0,0,0
0.47,5.2,1,2.4,5547,2262,42.5,271.9,88.1,2,0
0.17,6.9,0,0.6,4950,2079,75.9,275.9,59.0,1,0
0.51,3.9,1,0.6,7055,2346,73.8,195.1,59.8,0,0
0.5,5.9,1,2.3,2727,2425,70.3,270.3,84.2,1,0
0.38,6.9,1,1.0,6425,2129,60.5,219.0,70.0,0,0
0.55,3.5,0,1.7,1035,2723,40.6,176.0,67.8,2,0
0.42,6.0,0,2.1,6317,2466,44.7,154.6,81.6,2,0
0.27,3.5,1,2.2,3932,2196,50.6,265.2,74.9,0,0
0.07,4.5,0,1.4,2814,2560,41.2,192.2,86.1,1,0
0.11,6.3,1,2.1,2811,2039,98.8,295.1,41.8,1,0
0.54,5.8,0,0.5,7726,2453,63.8,280.5,68.5,1,0
0.1,3.8,0,0.6,2050,2563,43.9,188.9,68.5,0,0
0.53,5.9,1,0.9,6554,1823,99.5,253.9,66.6,1,0
0.41,6.5,0,2.4,6250,2489,96.6,157.8,86.9,1,0
0.51,4.6,0,1.9,4822,2307,61.7,263.9,84.2,0,0
0.03,6.7,1,1.1,4210,1999,60.1,282.0,80.4,2,0
0.14,5.8,0,2.3,2612,1968,59.8,159.4,71.3,0,0
0.29,6.2,1,2.2,3024,1910,68.4,293.8,81.6,1,0
0.31,3.9,0,2.1,6075,2249,85.8,243.8,68.9,0,0
0.58,6.7,1,1.1,7944,2510,43.9,169.1,86.0,1,0
0.03,5.4,1,0.6,6550,1857,73.6,194.2,59.1,0,0
0.37,4.6,0,1.4,4802,2614,65.7,243.0,45.1,2,0
0.56,6.1,1,1.5,5815,1997,46.5,151.8,75.7,2,0
0.47,3.8,0,1.8,3099,2163,65.3,258.7,62.2,0,0
0.08,3.2,0,1.1,4570,2325,97.6,263.2,55.6,2,0
0.47,3.6,1,1.7,3384,2177,98.2,227.7,72.9,0,0
0.03,5.0,0,1.3,2600,2799,52.0,286.3,79.3,1,0
0.11,4.9,1,1.7,3712,2672,74.7,294.5,70.8,1,0
0.2,3.4,0,1.5,1030,2454,53.4,184.5,71.2,0,0
0.29,6.1,1,2.1,4079,2010,64.0,273.9,40.3,0,0
0.04,3.1,0,0.8,4607,1999,77.9,286.9,58.0,0,0
0.12,4.1,0,2.3,6888,1978,60.4,233.2,48.9,0,0
0.11,4.0,0,0.5,6549,1940,62.7,268.1,45.5,0,0
0.18,4.0,1,1.8,5316,2800,87.9,243.5,61.7,2,0
0.04,3.6,0,2.1,2570,2345,62.7,206.1,70.0,2,0
0.15,3.2,0,2.2,3409,2608,48.9,187.1,71.5,1,0
0.52,6.4,1,0.9,1666,2603,68.2,249.5,43.2,2,0
0.23,6.5,1,1.5,4803,1983,59.3,206.1,74.7,2,0
0.57,4.9,1,1.8,7476,2397,79.0,181.1,84.7,1,0
0.52,4.6,1,1.4,4089,2385,49.4,276.4,52.7,0,0
0.08,3.3,1,1.5,2885,2397,42.5,226.8,56.8,1,0
0.28,4.6,1,1.1,4132,1825,50.8,185.1,72.3,1,0
0.54,4.2,0,2.1,2865,1900,47.1,204.0,67.3,1,0
0.12,4.3,1,2.0,7295,2499,90.7,178.6,70.2,0,0
0.6,6.0,1,0.5,3453,2088,89.3,267.5,60.2,1,0
0.49,6.0,0,1.4,5199,2579,97.1,279.8,51.4,2,0
0.45,4.9,1,1.9,4779,2148,87.5,197.0,49.4,2,0
0.25,4.8,0,1.2,5730,2694,47.7,291.5,40.5,2,0
0.5,4.4,1,1.4,7165,2213,85.8,253.6,55.0,2,0
0.01,6.1,0,0.8,3705,2381,77.8,240.5,70.4,1,0
0.59,3.8,1,0.6,4165,1992,68.5,199.3,88.1,2,0
0.54,3.4,0,1.8,2455,1832,89.6,240.5,41.3,0,0
0.04,6.9,1,0.9,3384,2475,71.5,218.2,58.4,0,0
0.1,6.4,1,1.3,1907,1932,72.2,221.7,43.4,0,0
0.08,3.8,1,2.1,6445,2286,49.5,236.3,55.5,0,0
0.3,5.7,1,0.9,2168,2256,43.8,209.9,80.4,2,0
0.2,5.3,1,1.4,5719,1840,84.2,193.2,84.0,1,0
0.21,6.4,1,1.3,7745,2629,91.0,212.3,49.0,2,0
0.44,4.8,0,1.9,1782,2202,81.9,156.5,84.3,0,0
0.16,5.5,1,1.8,1546,2514,83.6,285.3,85.4,1,0
0.6,5.2,1,0.7,1861,2316,86.0,198.9,62.5,1,0
0.12,3.2,0,0.6,6689,2491,85.0,207.2,77.3,0,0
0.24,3.0,0,1.9,2118,2134,80.2,219.6,63.1,0,0
0.33,4.0,1,0.8,7720,2085,90.5,175.6,40.9,0,0
0.11,3.5,1,0.8,6500,2581,40.7,191.0,62.0,0,0
0.13,3.1,0,1.4,1391,2656,78.1,228.4,73.1,2,0
0.54,4.6,1,1.4,5900,1804,42.9,206.6,50.1,0,0
0.22,4.0,0,0.5,1228,1814,60.2,178.8,73.4,0,0
0.58,3.4,0,1.9,1360,2225,70.8,272.3,56.1,2,0
0.11,3.8,1,2.4,1989,2037,52.8,203.5,48.7,1,0
0.39,3.0,0,1.4,1540,2473,88.9,247.5,58.4,0,0
0.53,4.6,1,2.5,1834,2529,72.2,298.6,82.5,0,0
0.15,3.4,1,2.5,6704,2197,80.7,295.9,74.7,1,0
0.11,6.0,1,2.5,6458,2293,44.1,152.6,85.6,1,0
0.23,5.6,0,1.5,6772,1813,54.0,242.5,84.8,1,0
0.14,4.7,0,1.7,1490,1940,62.5,194.5,47.6,0,0
0.39,4.0,1,2.0,3692,1937,56.7,246.5,78.0,2,0
0.48,4.7,1,2.0,2876,2667,84.0,201.4,50.3,0,0
0.54,5.7,0,2.1,6703,2536,53.3,280.9,66.1,0,0
0.27,3.0,1,0.6,2576,1853,78.1,171.2,50.2,0,0
0.1,5.2,0,1.0,1640,2236,83.5,196.7,76.1,0,0
0.25,5.4,1,1.1,4672,2790,78.1,190.8,79.1,0,0
0.57,4.4,1,0.8,4615,2232,70.3,260.2,78.0,1,0
0.01,4.5,0,2.0,3459,2409,72.2,232.9,48.8,1,0
0.28,4.8,1,1.6,4939,1873,60.0,257.2,49.8,0,0
0.0,6.4,1,1.5,4406,2762,63.7,261.3,59.2,1,0
0.38,5.4,1,2.3,2019,2194,95.9,174.4,78.1,1,0
0.46,6.0,1,1.5,5002,2450,81.3,254.5,72.5,1,0
0.44,4.0,0,2.3,3960,2446,82.4,154.2,73.3,0,0
0.16,4.8,0,1.0,5932,2392,97.1,276.2,40.6,0,0
0.39,6.7,1,1.9,1658,2330,94.6,281.4,48.3,1,0
0.15,4.2,1,1.7,7012,2221,85.1,288.6,83.5,0,0
0.38,6.1,1,2.1,3203,2566,52.6,262.2,75.0,0,0
0.59,6.3,0,0.7,7338,2513,65.1,212.5,54.4,1,0
0.1,4.5,0,0.9,2490,2314,96.9,217.6,80.7,0,0
0.12,6.0,0,1.0,4348,2251,77.6,243.7,83.4,0,0
0.05,3.3,0,1.1,3802,1830,75.1,221.7,73.6,0,0
0.01,4.1,0,1.8,7465,1842,45.8,228.4,40.4,2,0
0.31,6.8,1,2.4,4876,2575,60.2,214.4,58.5,1,0
0.6,6.3,1,1.8,4100,2425,43.4,203.4,56.5,0,0
0.0,6.5,1,2.0,2137,1826,76.1,280.4,54.0,2,0
0.45,4.0,1,1.7,6397,2690,68.5,212.0,49.4,2,0
0.57,6.3,0,1.8,1374,2792,88.5,198.8,62.2,2,0
0.29,6.0,0,1.2,4900,2474,91.4,285.8,76.7,1,0
0.36,5.8,0,0.8,7527,1889,58.1,251.0,67.4,1,0
0.1,4.8,0,1.5,5429,2046,54.6,175.6,87.2,2,0
0.05,4.7,0,0.8,3674,2724,63.0,192.1,76.0,2,0
0.29,6.6,0,1.8,5378,2448,83.5,163.6,74.6,0,0
0.56,6.1,0,1.8,4088,2732,83.0,260.4,59.1,2,0
0.47,6.9,1,2.1,2831,2065,46.9,163.2,44.5,2,0
0.36,3.8,0,1.6,2043,2673,58.8,207.0,76.8,1,0
0.04,5.1,1,2.5,3618,2589,61.9,251.9,79.8,2,0
0.4,5.4,0,1.3,5409,2672,67.6,171.7,87.1,0,0
0.3,4.8,1,0.8,6450,2669,88.1,255.4,69.9,1,0
0.3,5.8,1,2.5,6787,2387,68.7,274.3,64.8,2,0
0.58,3.2,1,0.8,6871,2015,90.9,290.2,51.3,2,0
0.03,6.5,0,2.2,6958,2201,57.9,272.3,85.6,0,0
0.59,5.2,1,1.3,4878,2156,85.5,208.7,66.4,1,0
0.17,6.7,1,0.7,3649,2570,87.5,279.9,42.7,2,0
0.18,5.6,0,1.4,4952,2098,93.8,181.5,80.2,0,0
0.44,3.0,0,1.9,2209,2185,97.0,214.1,82.1,0,0
0.06,6.9,0,2.4,1961,2327,79.0,239.0,88.5,2,0
0.43,4.0,0,1.0,5002,2109,81.3,293.2,72.6,1,0
0.47,7.0,0,2.1,7702,2465,62.9,244.9,62.3,0,0
0.07,3.3,1,1.8,5175,2030,41.4,235.9,68.6,1,0
0.42,3.4,0,1.3,6280,2519,66.0,235.7,45.0,0,0
0.43,6.4,0,1.3,6740,1820,63.6,272.6,79.2,2,0
0.29,5.1,0,2.0,2699,2788,79.5,167.6,83.1,2,0
0.11,5.2,1,0.7,2055,2388,52.4,174.2,68.1,0,0
0.05,3.5,1,1.2,5459,1975,65.4,291.8,40.0,1,0
0.03,6.8,1,1.8,4644,1943,74.6,254.3,66.1,1,0
0.36,5.0,0,1.8,1366,2042,42.2,171.3,82.8,0,0
0.57,5.4,0,1.7,3272,1931,83.7,213.3,67.5,1,0
0.23,6.6,1,1.4,3082,2492,65.5,254.2,66.8,0,0
0.38,4.1,0,1.9,5617,2473,78.9,226.7,48.2,0,0
0.19,6.2,1,0.6,5944,2053,44.7,168.7,45.5,2,0
0.24,4.3,0,1.2,3732,2596,56.4,280.3,51.3,0,0
0.06,6.9,0,1.3,1860,2601,95.5,176.4,76.4,1,0
0.35,6.2,0,1.6,6738,2385,91.9,232.7,70.4,0,0
0.1,6.8,1,0.9,7603,2559,80.7,268.3,67.6,1,0
0.29,3.5,0,1.9,6842,1959,79.5,171.4,68.4,1,0
0.03,5.9,1,1.9,3040,2494,76.5,256.0,49.2,1,0
0.48,5.0,1,2.4,5264,2764,83.1,288.6,51.4,2,0
0.51,6.8,1,2.0,7924,1892,78.1,161.5,52.0,0,0
0.1,3.2,1,1.6,5037,2627,92.5,294.3,61.2,2,0
0.56,3.5,1,1.5,6544,2709,71.9,168.7,40.7,0,0
0.55,6.0,1,1.9,7141,2153,54.7,260.8,87.5,2,0
0.41,3.2,1,2.4,6525,2752,92.9,228.5,51.3,0,0
0.22,3.5,1,2.4,4462,2307,62.7,206.0,45.7,2,0
0.15,5.2,0,1.1,4957,2100,55.9,150.3,71.6,1,0
0.13,4.2,0,2.4,6060,2668,69.3,203.4,70.8,1,0
0.18,3.4,1,2.3,2525,2211,61.3,165.2,64.6,0,0
0.32,6.6,1,0.7,4992,1807,49.3,248.5,51.3,1,0
0.22,4.5,0,1.6,3207,1911,99.4,248.4,62.0,0,0
0.21,4.7,1,2.3,6809,2003,46.6,192.7,46.7,1,0
0.45,6.6,0,1.8,4926,2782,79.9,189.9,61.1,2,0
0.3,5.7,0,1.1,7261,2599,92.9,225.3,86.2,1,0
0.08,6.8,0,0.8,3819,2312,40.8,252.7,42.6,1,0
0.26,5.4,0,1.4,3371,2088,69.2,264.1,52.4,0,0
0.44,3.7,1,2.0,3158,2517,54.8,273.1,49.9,2,0
0.47,3.4,0,0.9,5843,2444,78.1,184.4,46.6,0,0
0.16,3.8,0,1.4,6050,2004,45.5,157.6,60.4,1,0
0.42,6.9,0,1.2,4925,1862,70.6,246.6,55.2,1,0
0.22,6.8,1,1.0,1389,1986,42.5,157.8,77.2,0,0
0.17,4.1,0,1.4,3066,2771,69.5,200.1,45.6,2,0
0.01,5.2,0,1.2,7072,2629,61.7,266.8,66.4,1,0
0.14,4.1,1,0.7,1871,1933,77.8,240.3,42.1,2,0
0.49,3.8,1,2.4,1613,2764,72.8,201.4,76.3,0,0
0.32,3.6,0,0.9,5509,2528,55.2,281.6,82.7,2,0
0.59,6.6,1,1.8,1961,2732,66.2,222.4,66.2,2,0
0.47,3.7,1,1.9,2056,2096,42.7,234.9,79.7,2,0
0.11,6.3,1,1.9,5206,2794,44.5,215.7,65.5,2,0
0.47,4.6,1,0.9,1029,1963,74.3,238.8,40.4,2,0
0.27,5.8,1,1.1,2804,2103,82.5,232.8,48.6,0,0
0.32,4.2,0,2.4,3275,2749,48.0,281.0,42.6,0,0
0.59,3.8,0,0.5,3846,2447,76.3,205.4,44.2,2,0
0.53,4.1,0,1.3,6009,2101,59.5,158.6,80.8,1,0
0.13,6.9,0,1.0,1128,2350,79.4,280.2,87.0,2,0
0.06,6.0,1,2.4,3108,2690,77.6,240.7,50.3,1,0
0.13,4.1,1,0.8,2898,2547,83.6,205.3,85.1,0,0
0.3,4.8,0,0.9,5018,2765,83.8,247.1,41.1,0,0
0.53,6.3,0,0.6,1590,2236,54.7,286.4,88.5,0,0
0.43,3.5,0,1.7,4095,2193,41.2,274.0,78.2,2,0
0.56,3.5,0,1.0,6139,2414,40.8,295.0,87.9,0,0
0.33,6.3,0,0.9,4935,2577,73.8,216.6,48.2,1,0
0.29,4.0,1,1.8,2008,1821,89.5,165.4,54.8,2,0
0.53,4.7,0,2.3,1196,2032,65.6,172.1,72.8,0,0
0.55,5.7,0,1.5,1902,2029,46.1,293.4,57.9,2,0
0.2,4.4,0,2.3,5952,1954,50.7,229.6,70.0,2,0
0.26,6.6,1,1.7,3351,2156,92.5,190.7,65.0,1,0
0.56,6.2,0,2.1,2217,2596,79.4,198.0,59.5,2,0
0.48,6.9,0,0.7,4501,2782,83.6,171.7,56.2,0,0
0.11,4.5,1,1.5,4942,2510,98.4,240.3,71.8,0,0
0.48,5.6,0,1.3,5500,2309,72.3,223.9,66.8,0,0
0.23,5.3,1,1.6,7361,2510,88.7,182.9,44.4,1,0
0.0,7.0,0,1.2,4882,2780,48.0,166.5,85.6,1,0
0.51,6.5,0,1.1,2180,2655,91.2,295.8,85.6,0,0
0.13,3.9,0,0.7,6699,2520,48.6,260.0,74.8,1,0
0.22,5.8,0,1.5,5865,2691,49.5,172.0,47.1,0,0
0.05,5.3,1,0.8,2494,2281,84.6,262.2,74.9,1,0
0.28,5.9,1,2.1,6695,1813,57.2,173.4,84.1,0,0
0.36,3.7,0,0.5,7821,2233,80.8,281.4,67.7,1,0
0.55,5.0,0,1.3,2284,2078,98.4,228.2,88.9,0,0
0.45,4.6,0,0.9,2504,2642,84.8,233.9,82.1,2,0
0.28,4.3,1,2.2,2350,1855,88.2,247.0,49.7,0,0
0.06,4.5,1,0.6,3311,1966,72.5,159.8,69.9,1,0
0.11,3.8,0,1.0,1696,2800,74.2,156.7,89.3,1,0
0.03,4.3,1,0.5,3921,2569,56.9,209.7,49.7,1,0
0.44,6.9,0,1.2,7073,2315,46.1,271.1,47.5,2,0
0.48,4.9,0,1.1,2241,2498,67.8,282.8,44.7,2,0
0.14,3.9,0,2.0,2319,2786,70.1,298.8,70.4,2,0
0.56,4.4,0,1.2,3951,2438,91.4,214.6,84.5,2,0
0.23,3.8,0,2.4,5644,2442,99.7,164.6,40.7,1,0
0.33,6.9,0,1.5,4725,2121,50.2,194.3,43.4,2,0
0.22,3.4,0,1.9,4774,2064,99.2,296.8,78.2,1,0
0.39,3.6,0,2.4,4999,1840,61.8,193.0,60.5,2,0
0.55,3.5,1,1.5,6116,2774,58.8,162.5,60.7,1,0
0.16,6.5,0,1.7,6274,1858,84.5,186.7,81.1,0,0
0.09,3.4,1,0.8,4270,2674,44.4,208.2,63.1,0,0
0.21,4.9,1,0.7,2476,2549,46.5,293.9,59.8,1,0
0.12,4.3,1,1.2,5950,2297,52.8,261.2,45.7,1,0
0.02,3.6,1,0.8,2748,2127,74.1,298.2,78.7,0,0
0.56,4.4,1,2.5,2748,1855,52.7,153.4,77.9,1,0
0.16,5.5,0,0.8,3243,2214,44.9,281.1,62.6,1,0
0.31,5.7,1,0.9,1440,1894,93.7,214.3,88.2,1,0
0.1,4.4,1,1.5,5386,2505,87.0,294.8,61.8,2,0
