steps_count,activity_type,water_liters,calories,protein,carbs,fat,habit_completion_ratio,mood,sleep_quality
9983,2,2.5,2848,100.9,267.2,48.1,0.77,3,2
11125,3,3.3,2328,49.2,277.2,56.3,0.79,4,2
11964,3,2.7,2753,145.7,261.0,43.3,1.0,3,2
11328,0,3.2,2835,46.6,334.4,61.9,0.79,3,2
9027,2,3.8,2589,45.0,297.8,85.0,1.0,3,2
9231,2,2.6,2915,136.6,192.2,80.4,0.74,3,2
11285,3,3.0,2898,70.0,282.5,65.7,0.98,4,2
8862,0,3.2,2813,107.0,150.9,40.8,0.8,3,2
8710,0,3.1,2913,126.6,279.8,46.2,0.91,4,2
8126,2,3.8,2887,146.9,225.3,88.1,0.83,3,2
9584,0,2.8,2986,90.9,337.2,75.6,0.94,3,2
8907,1,3.6,2976,49.9,272.7,64.3,0.78,4,2
10940,2,2.8,2705,94.2,290.8,88.5,0.99,3,2
8029,3,2.8,2853,58.8,188.8,99.1,0.82,4,2
10753,0,3.5,2778,54.0,336.7,108.4,0.75,3,2
11608,2,3.3,2480,114.9,326.6,40.2,0.76,3,2
9749,3,3.5,2865,132.9,231.4,49.7,0.72,4,2
10122,1,3.2,2570,45.2,333.7,82.6,0.86,3,2
9295,1,2.5,2399,147.6,234.8,46.0,0.8,3,2
9023,0,2.8,2537,92.8,311.6,87.4,0.79,3,2
10565,1,3.9,2456,145.5,316.5,105.7,0.77,4,2
10128,0,3.7,2274,108.8,265.8,46.8,0.93,4,2
8248,1,3.9,2586,46.8,310.5,44.4,0.79,3,2
10501,0,3.4,2267,72.4,226.3,47.7,0.73,3,2
11080,3,3.1,2813,82.2,309.0,110.4,0.94,3,2
10536,3,2.7,2866,96.9,267.6,48.6,0.98,3,2
8050,1,3.4,2269,110.1,201.3,73.7,0.88,3,2
10968,0,3.4,2390,54.0,266.9,81.1,0.77,3,2
10669,1,3.6,2518,91.6,270.7,63.3,0.88,3,2
11974,0,2.5,2800,66.1,313.8,84.8,0.9,3,2
8223,0,3.1,2400,77.6,283.6,95.6,0.99,3,2
9914,2,3.4,2539,86.1,182.5,76.3,0.96,4,2
11232,1,3.9,2707,116.3,243.3,57.1,0.77,3,2
9969,1,3.6,2539,84.0,315.2,40.5,0.94,4,2
8040,2,2.6,2230,88.4,276.3,113.0,0.87,3,2
9474,1,2.6,2230,64.1,202.4,53.9,0.76,4,2
11471,2,3.3,2382,140.2,154.2,94.2,0.76,3,2
9552,2,3.5,2313,90.2,223.9,69.8,0.8,3,2
8701,0,3.9,2838,55.9,334.8,103.6,0.96,3,2
8785,1,3.3,2911,141.3,302.6,87.0,0.81,4,2
11499,2,3.3,2352,136.0,320.3,117.5,0.8,3,2
11628,0,3.2,2944,58.4,227.6,110.6,0.72,4,2
11076,2,3.3,2710,118.4,255.1,78.7,0.86,3,2
11914,1,3.2,2474,64.1,190.6,109.1,0.87,3,2
9621,2,2.8,2635,68.0,167.0,100.1,0.97,3,2
9208,3,3.2,2560,96.3,217.3,76.1,0.77,3,2
9771,0,3.1,2709,59.8,196.8,91.6,0.8,4,2
9470,2,3.9,2501,141.9,169.7,45.7,0.95,3,2
8156,2,3.3,2541,73.3,313.1,94.7,0.76,4,2
9124,0,2.8,2818,124.7,206.4,67.7,1.0,4,2
9654,3,3.9,2793,112.0,347.9,116.1,0.93,3,2
11544,3,3.1,2432,65.7,267.4,84.2,0.92,3,2
9919,2,3.6,2672,133.0,235.8,115.4,0.8,3,2
9710,2,2.8,2660,55.3,324.8,64.4,0.96,3,2
11022,1,2.5,2874,86.1,287.2,72.3,0.95,4,2
11189,0,3.5,2506,141.4,180.7,116.2,0.8,3,2
9352,3,3.4,2817,62.5,228.1,82.8,0.97,4,2
8771,2,3.2,2536,50.3,170.9,84.2,0.87,4,2
8131,1,3.7,2817,47.6,342.6,62.7,0.85,3,2
8954,2,2.9,2736,97.0,184.4,108.8,0.72,3,2
9682,3,3.1,2313,121.7,227.8,112.3,0.74,4,2
8845,1,2.7,2410,106.4,337.8,87.0,0.79,4,2
10058,1,3.6,2669,89.0,314.9,88.4,0.78,3,2
9011,3,3.3,2782,103.4,297.5,63.0,0.96,4,2
11608,3,3.9,2555,107.4,312.0,54.0,0.91,4,2
9020,3,2.8,2832,140.2,186.7,85.5,0.92,4,2
9611,2,3.5,2244,137.1,257.5,93.3,0.77,3,2
8273,3,3.5,2939,149.2,260.6,119.6,0.97,4,2
8313,3,3.6,2716,89.6,200.6,80.5,0.93,4,2
9893,3,2.5,2854,77.8,229.9,55.6,0.91,4,2
8154,2,2.5,2317,113.7,242.8,76.9,0.91,3,2
8338,1,3.3,2448,91.8,205.8,52.9,0.91,4,2
11434,3,2.5,2302,58.5,284.3,40.9,0.75,3,2
9119,1,2.7,2566,88.6,159.6,90.8,0.75,3,2
10141,3,3.5,2933,115.9,238.8,87.9,0.9,3,2
8199,2,3.7,2985,140.0,190.0,41.3,0.76,3,2
8114,1,4.0,2545,145.5,169.3,106.8,0.95,3,2
10720,2,2.8,2371,75.5,275.4,90.0,0.71,3,2
11827,0,3.3,2638,79.2,184.7,72.2,0.74,3,2
9295,2,2.5,2417,111.5,223.8,45.4,0.84,3,2
8895,1,3.1,2985,67.7,168.9,65.9,0.88,3,2
10584,2,3.5,2894,59.3,302.3,95.0,0.98,3,2
11487,3,3.5,2269,96.2,298.4,80.3,0.8,4,2
10886,2,4.0,2438,66.0,235.7,59.5,0.71,3,2
8325,1,2.6,2583,81.3,278.4,59.0,0.85,3,2
10970,1,3.4,2654,70.6,278.7,100.8,0.92,4,2
10133,0,3.7,2624,65.2,296.6,67.4,0.89,4,2
8843,3,3.3,2880,97.4,186.7,90.4,1.0,3,2
8264,1,3.8,2271,143.2,175.1,53.9,0.99,3,2
10248,3,3.7,2409,119.7,212.3,97.7,0.77,3,2
9003,3,3.1,2820,146.4,190.3,109.0,0.77,4,2
9970,3,2.6,2568,88.6,251.1,98.8,0.82,3,2
11114,3,2.7,2693,133.9,301.8,113.7,0.71,4,2
10437,3,3.3,2766,91.0,240.7,70.0,0.92,4,2
10482,1,3.2,2541,57.0,187.9,41.0,0.74,4,2
10050,3,3.6,2583,146.8,224.6,79.2,0.85,4,2
10625,0,4.0,2272,82.3,263.1,55.5,0.82,3,2
9787,3,3.9,2989,109.8,223.6,44.6,0.97,4,2
9578,0,3.9,2953,141.4,222.3,96.5,0.77,4,2
8115,1,3.5,2860,68.0,270.4,116.1,0.74,4,2
11446,3,2.7,2319,117.7,344.8,46.4,0.93,4,2
11727,2,2.8,2633,116.1,250.1,82.7,0.75,4,2
11631,0,3.1,2515,110.0,305.3,67.6,0.92,3,2
8584,2,2.9,2414,40.7,183.7,79.3,0.98,4,2
8396,2,2.6,2913,120.6,184.1,70.0,0.83,4,2
10883,3,2.7,2698,102.4,192.5,56.1,0.75,3,2
11071,3,2.8,2977,109.0,274.9,109.5,0.76,4,2
8680,0,2.6,2287,77.6,267.1,78.2,0.81,4,2
10755,0,3.6,2209,50.7,254.5,40.6,0.72,3,2
10469,3,3.3,2979,123.3,270.9,66.9,0.78,4,2
10792,3,3.8,2522,81.6,161.4,68.5,0.95,4,2
9352,1,3.7,2203,42.8,174.6,82.5,0.84,4,2
11895,3,3.5,2454,112.6,150.6,91.0,0.81,4,2
11858,2,3.7,2217,114.6,196.7,78.8,0.89,3,2
11027,0,3.4,2283,120.8,208.8,55.6,0.8,4,2
8586,1,3.8,2785,94.8,167.4,106.6,0.94,3,2
10247,0,4.0,2678,93.0,258.1,59.5,0.75,4,2
8698,3,3.6,2875,149.3,155.8,114.3,0.91,3,2
9337,3,3.9,2984,144.7,284.1,93.2,0.78,4,2
11779,1,3.3,2942,142.5,303.3,88.1,0.85,4,2
10637,3,3.0,2934,128.9,194.7,49.3,0.92,4,2
8359,0,2.7,2548,103.0,175.5,65.1,0.92,3,2
9557,3,3.4,2201,147.8,213.9,69.2,0.79,3,2
10782,0,3.9,2329,83.5,257.7,76.8,0.86,3,2
8592,3,3.7,2503,56.2,206.7,99.8,0.95,4,2
11478,2,3.7,2919,95.3,287.7,61.9,0.71,4,2
11472,3,3.6,2689,72.1,343.3,44.7,0.89,3,2
11318,0,3.0,2933,141.5,305.2,108.5,0.76,3,2
10979,0,3.1,2875,100.3,217.5,94.2,0.97,3,2
9426,2,3.6,2600,116.6,189.0,108.5,0.72,4,2
9612,2,2.6,2531,90.3,182.7,51.0,0.93,3,2
10850,0,3.2,2348,79.8,321.2,48.2,0.76,3,2
11217,1,4.0,2351,141.9,169.2,117.9,0.81,4,2
8735,3,3.9,2320,146.7,275.4,72.3,0.99,4,2
8139,3,2.7,2606,125.3,348.2,93.7,0.85,3,2
8367,2,3.7,2865,41.3,173.3,49.8,0.81,4,2
10627,2,3.5,2721,116.3,168.9,87.4,0.77,4,2
9572,1,3.2,2860,50.9,162.7,112.7,0.91,4,2
11257,3,3.3,2615,101.2,257.3,105.0,0.94,3,2
10001,1,2.6,2798,146.2,329.5,54.5,0.86,3,2
10453,0,3.5,2205,44.3,265.0,92.2,0.87,4,2
8359,2,3.3,2971,80.0,258.9,73.8,0.71,3,2
11871,3,3.5,2454,55.4,248.1,65.0,0.79,4,2
11730,0,4.0,2560,112.9,158.9,42.9,0.88,3,2
8580,2,2.9,2420,70.5,295.8,73.8,0.99,3,2
10252,3,2.9,2590,90.2,338.9,94.1,0.89,3,2
11851,1,3.5,2748,118.6,262.7,91.8,0.76,4,2
10094,3,3.4,2629,81.7,342.8,59.8,0.95,4,2
9106,0,2.7,2312,76.2,167.8,112.7,0.91,4,2
11186,3,2.9,2431,147.7,194.4,116.1,0.78,3,2
11206,3,3.9,2379,50.5,219.8,85.8,0.86,4,2
9155,1,3.3,2822,75.0,300.4,54.5,0.73,3,2
11301,3,3.6,2744,105.2,201.8,94.9,0.87,4,2
10921,0,2.7,2329,141.0,277.8,69.6,0.74,4,2
11184,1,2.9,2823,88.3,220.8,77.5,0.83,4,2
9174,2,2.9,2638,109.9,167.4,64.5,0.86,3,2
11156,1,3.0,2292,143.9,183.0,44.6,0.89,3,2
11045,3,2.9,2704,114.5,336.5,50.9,0.94,3,2
10039,3,3.3,2893,41.5,188.0,106.5,0.97,3,2
8029,1,3.6,2919,149.4,282.2,113.6,0.86,4,2
11605,1,3.9,2900,114.2,326.4,81.9,0.88,4,2
8921,0,2.8,2575,86.5,225.8,69.9,0.95,4,2
8463,2,3.0,2895,72.9,208.7,57.0,0.77,3,2
11022,0,3.4,2603,142.9,328.5,107.9,0.77,4,2
8235,2,3.0,2830,51.8,219.9,97.8,0.84,4,2
9646,0,3.0,2303,98.2,329.7,72.9,0.83,3,2
11740,1,3.2,2359,91.8,224.9,69.2,0.93,4,2
11654,3,2.8,2475,57.8,220.7,74.7,0.73,4,2
9471,2,3.8,2926,44.4,228.9,99.5,0.76,3,2
11690,2,2.5,2882,53.1,247.8,79.6,0.76,4,2
10792,3,3.6,2532,54.5,341.5,103.4,0.93,4,2
8516,0,2.7,2712,114.6,218.4,118.1,0.7,3,2
11020,0,2.5,2691,123.7,199.5,52.2,0.79,4,2
10094,1,2.8,2487,113.3,235.8,77.9,0.93,4,2
11206,1,3.7,2917,149.2,268.2,90.8,0.92,3,2
8939,1,2.7,2610,86.9,273.3,47.3,0.71,3,2
8208,1,3.1,2737,77.0,245.8,80.8,0.79,3,2
10637,2,2.6,2312,118.3,199.4,111.6,0.78,4,2
8744,1,2.6,2253,71.4,206.0,88.5,0.9,4,2
9764,0,2.8,2703,50.7,152.7,84.1,0.81,4,2
11530,2,2.7,2569,66.2,205.2,86.7,0.92,4,2
8357,0,3.8,2333,104.5,332.4,92.3,0.89,3,2
8780,2,2.8,2656,73.2,244.8,100.9,0.98,3,2
10185,2,3.6,2244,138.1,301.9,107.7,0.74,4,2
10295,3,4.0,2574,47.4,233.8,114.5,0.83,3,2
10063,2,3.7,2370,45.0,263.2,103.6,0.88,3,2
10841,1,2.8,2607,88.2,251.9,85.0,0.85,3,2
9598,1,3.1,2478,102.9,268.4,40.7,0.76,3,2
11803,2,3.7,2666,133.8,209.3,61.5,0.85,4,2
8487,0,2.8,2246,110.4,338.4,62.2,0.86,4,2
8544,1,2.9,2252,98.8,150.3,67.8,0.89,3,2
10478,1,4.0,2532,84.9,272.3,66.0,0.72,4,2
8234,2,3.4,2210,59.4,344.3,83.0,0.95,3,2
11555,2,3.7,2999,135.7,276.9,84.1,0.87,4,2
11345,1,3.2,2532,89.1,296.0,74.7,0.78,4,2
8607,1,3.9,2295,129.7,185.2,85.6,0.85,4,2
11863,1,3.6,2863,137.4,313.5,95.0,0.78,4,2
8769,3,2.6,2273,51.0,255.4,98.1,0.83,4,2
11309,0,2.5,2302,130.9,302.7,91.6,0.81,3,2
8179,0,2.7,2988,127.2,151.9,103.3,0.73,3,2
10221,1,3.6,2546,55.3,301.9,111.4,0.96,3,2
11340,0,2.7,2539,99.8,203.5,83.5,0.84,3,2
8086,3,3.7,2305,55.6,332.4,41.9,0.86,3,2
9749,3,3.1,2561,115.5,293.0,112.1,0.9,3,2
10014,2,2.8,2312,48.4,216.7,68.8,0.77,4,2
11787,3,3.9,2244,98.4,269.9,94.4,0.88,3,2
8615,2,3.8,2903,136.3,204.2,79.9,0.79,4,2
9511,1,3.9,2928,125.6,179.3,51.8,0.94,3,2
9829,3,3.6,2689,145.6,205.7,47.2,0.94,3,2
8522,3,2.8,2594,92.9,344.6,88.1,0.81,4,2
10607,3,3.0,2869,100.4,257.7,79.4,0.98,4,2
10196,1,3.7,2593,117.3,197.0,40.2,0.73,4,2
11484,0,2.5,2771,46.6,219.9,107.9,0.84,3,2
11550,3,3.7,2342,66.7,315.6,44.5,0.79,3,2
8564,0,2.7,2912,116.6,234.9,44.3,0.91,4,2
8434,0,3.5,2275,56.2,178.3,59.6,0.84,3,2
8051,3,3.4,2626,121.8,299.6,95.9,0.74,3,2
9226,2,3.2,2939,52.2,162.0,91.4,0.8,3,2
10474,3,3.6,2715,114.8,325.2,84.3,0.75,4,2
11397,3,2.9,2785,142.5,204.4,47.4,0.85,3,2
9546,0,4.0,2328,64.1,186.7,99.7,0.92,4,2
10290,3,3.4,2279,74.5,278.4,106.2,0.94,4,2
8675,2,2.6,2580,51.9,165.6,88.3,0.89,3,2
11467,0,3.0,2445,63.3,152.2,112.8,0.78,3,2
8768,2,3.3,2853,49.4,264.0,43.6,0.98,3,2
11236,0,3.2,2249,147.9,300.3,116.7,0.79,4,2
10048,1,2.8,2969,117.3,169.5,72.6,0.82,4,2
11036,0,3.3,2714,104.6,226.4,86.9,0.94,3,2
11489,0,2.6,2365,137.4,168.7,97.5,0.75,4,2
11622,2,2.8,2897,89.2,176.2,63.3,0.9,3,2
10553,1,3.8,2641,63.0,272.1,46.0,0.71,4,2
8624,1,3.4,2709,124.3,211.9,109.4,0.73,3,2
11266,2,3.7,2289,58.7,209.1,45.5,0.85,4,2
10361,2,3.0,2291,148.5,345.7,101.1,0.72,4,2
9810,0,3.5,2343,80.0,207.3,72.7,0.98,4,2
10538,2,3.9,2332,49.2,232.6,76.0,0.83,4,2
11593,1,3.8,2898,117.0,262.2,52.4,0.71,3,2
8431,1,2.9,2362,82.7,242.5,47.5,0.87,3,2
9908,0,3.2,2747,49.4,296.4,113.4,0.97,4,2
11778,0,3.1,2643,74.9,349.3,78.9,0.76,4,2
10876,1,3.6,2317,144.3,179.1,57.1,0.78,3,2
10327,2,2.5,2815,126.9,345.7,57.1,0.93,3,2
8866,2,3.8,2976,109.9,166.7,45.5,0.91,4,2
9659,1,2.6,2929,113.7,201.9,106.4,0.84,4,2
8378,1,3.8,2638,61.8,338.4,78.5,0.8,4,2
10193,2,3.5,2364,140.4,264.1,105.8,0.99,4,2
10297,2,3.7,2811,113.0,314.7,98.7,0.76,3,2
11380,1,3.6,2524,94.9,213.3,103.4,0.7,4,2
10760,1,3.1,2733,109.8,277.8,86.3,0.92,4,2
8149,3,2.8,2392,63.8,192.0,55.3,0.83,3,2
10783,0,3.4,2214,73.2,211.4,105.5,0.81,4,2
8510,3,3.5,2864,78.7,315.6,74.1,1.0,4,2
11989,3,3.6,2316,81.0,260.6,53.0,0.98,4,2
9785,2,3.1,2875,117.2,337.6,112.5,0.91,4,2
8406,3,4.0,2306,51.4,300.0,89.9,0.73,3,2
10231,2,2.6,2654,133.7,192.4,102.2,0.85,3,2
10259,2,3.1,2400,146.4,332.8,73.0,0.96,3,2
11360,1,3.5,2958,95.8,203.5,92.7,0.82,4,2
9259,3,3.8,2624,43.6,155.2,103.2,0.9,3,2
11443,1,3.7,2959,145.5,348.6,59.3,0.88,4,2
11987,3,3.1,2831,54.2,277.3,118.2,0.89,3,2
8711,1,3.1,2525,51.0,310.2,80.3,0.86,4,2
10586,1,3.4,2601,144.4,190.8,47.5,0.95,4,2
9791,0,2.5,2988,102.9,155.1,98.7,0.88,3,2
9858,1,3.5,2996,72.7,257.1,59.6,0.81,3,2
11194,2,3.7,2587,49.1,178.8,41.9,0.93,3,2
10373,0,3.8,2313,55.6,202.4,54.5,0.84,3,2
8316,3,3.2,2570,51.1,309.1,73.1,0.97,3,2
9992,3,3.9,2278,137.9,276.7,76.1,0.76,4,2
8659,0,2.8,2210,147.4,348.7,78.7,0.97,3,2
10514,0,3.4,2205,61.2,155.9,41.8,0.75,4,2
10096,1,3.6,2421,43.2,177.7,46.7,0.96,3,2
10832,0,3.9,2474,78.3,260.3,63.5,0.78,3,2
11052,1,3.7,2646,67.5,189.6,107.7,0.85,4,2
10938,1,2.9,2602,127.4,340.8,79.0,0.73,4,2
11616,0,3.2,2810,106.8,235.9,85.4,0.92,4,2
9531,2,3.8,2265,104.6,208.7,106.1,0.83,3,2
10642,0,3.9,2743,59.8,214.5,103.3,0.81,3,2
9465,1,2.9,2420,125.7,174.5,65.5,0.9,4,2
8044,1,3.6,2418,101.8,227.1,88.1,0.84,4,2
10159,3,2.8,2774,115.0,237.0,105.1,0.78,3,2
8811,3,2.8,2705,53.1,240.6,88.1,0.85,4,2
10421,0,3.1,2790,140.3,206.9,107.3,0.71,3,2
9649,2,2.6,2746,110.9,163.9,47.6,0.98,3,2
11287,3,3.1,2508,48.8,304.9,79.5,0.78,4,2
8192,0,3.1,2913,132.7,337.5,48.2,1.0,4,2
8917,3,2.6,2210,64.9,167.6,97.9,0.74,4,2
11327,2,3.1,2750,137.2,158.6,43.8,1.0,3,2
9246,2,2.6,2537,116.9,335.0,86.7,0.91,4,2
8491,3,2.7,2351,113.5,254.4,59.2,0.93,4,2
9957,1,3.5,2487,50.1,303.2,96.9,0.8,4,2
9445,0,3.3,2448,48.3,248.9,57.0,0.9,3,2
10746,2,2.8,2594,63.0,268.1,82.2,0.76,3,2
11516,0,3.0,2519,140.6,193.8,69.1,0.91,3,2
11993,1,3.2,2835,47.6,234.6,94.9,0.85,4,2
11897,0,3.8,2863,122.0,198.1,111.5,0.73,4,2
8766,2,2.9,2687,69.2,335.4,46.7,0.9,4,2
9767,0,2.8,2606,88.5,224.0,43.9,0.85,4,2
9566,3,3.6,2632,59.4,205.2,88.6,0.76,3,2
10124,0,3.2,2897,64.2,160.6,42.9,0.71,3,2
9090,3,2.9,2744,83.1,170.3,98.7,0.73,3,2
11602,2,3.5,2707,110.1,291.2,63.0,0.76,3,2
8012,2,2.6,2715,133.8,287.6,53.6,0.97,4,2
10791,1,2.6,2391,145.8,283.2,74.2,0.8,4,2
8085,0,2.8,2470,105.3,343.9,86.7,0.96,3,2
10000,2,3.8,2683,131.9,255.1,53.4,0.73,3,2
8600,3,3.7,2302,94.0,220.2,83.7,0.79,4,2
10717,2,3.2,2573,118.1,328.3,102.0,0.84,4,2
11510,0,3.8,2810,56.3,232.1,57.6,0.85,4,2
8580,2,3.0,2231,62.7,167.9,113.7,0.77,4,2
9547,1,3.5,2480,69.2,285.8,111.0,0.96,4,2
9601,2,3.4,2482,131.8,174.6,103.6,0.79,3,2
10321,3,4.0,2555,142.0,179.4,94.5,0.79,3,2
10142,2,4.0,2838,93.6,162.9,63.6,0.87,3,2
9859,0,2.6,2489,93.7,151.0,68.2,0.95,3,2
11416,1,2.5,2457,144.9,292.6,51.4,0.74,4,2
11002,1,2.8,2799,43.5,336.6,59.9,0.98,4,2
10779,2,3.5,2632,141.2,269.4,53.9,0.82,3,2
9785,1,3.5,2530,67.5,233.3,56.0,0.94,3,2
9249,1,2.6,2780,81.4,325.2,75.0,0.98,4,2
8567,3,3.3,2910,79.0,243.3,116.9,0.79,4,2
9889,0,2.5,2772,123.1,273.0,64.2,0.71,4,2
8993,0,3.4,2582,123.1,228.5,72.2,0.74,4,2
8024,0,3.2,2981,49.3,204.0,118.9,0.96,4,2
8438,2,3.0,2299,135.1,174.3,86.8,0.95,4,2
10092,3,3.6,2254,55.0,329.0,91.2,0.91,3,2
8633,3,3.0,2518,108.6,190.1,45.4,0.92,3,2
8626,1,3.4,2323,51.4,154.9,80.5,0.86,3,2
9600,1,2.6,2324,130.2,318.3,83.7,0.79,4,2
11365,3,3.4,2649,56.1,154.3,51.3,0.96,3,2
