sleep_hours,sleep_quality,water_liters,steps_count,activity_type,calories,protein,carbs,fat,habit_completion_ratio,mood
4.5,0,1.4,1892,1,2362,88.3,213.6,87.2,0.06,Sad
4.0,1,0.9,1462,3,3198,67.1,219.4,102.7,0.13,Sad
3.3,0,1.0,2506,0,3156,127.9,163.7,113.4,0.33,Sad
4.3,2,0.8,2575,2,2049,98.8,209.1,75.4,0.12,Sad
3.0,0,1.5,2046,2,2230,134.5,190.1,75.1,0.12,Sad
3.6,0,1.3,3639,2,1964,130.6,385.1,77.7,0.16,Sad
3.8,0,1.3,3938,1,2334,95.7,238.0,88.2,0.17,Sad
4.6,0,1.2,2856,1,3090,88.8,310.3,40.2,0.28,Sad
3.4,0,0.8,3358,1,2857,118.5,341.9,91.9,0.03,Sad
3.3,1,1.1,2680,3,2779,136.1,183.4,53.9,0.32,Sad
4.2,1,0.8,2154,2,2172,83.3,244.3,106.8,0.08,Sad
4.1,2,0.5,1094,1,1982,147.2,199.6,96.1,0.37,Sad
3.3,0,0.9,2756,0,2553,58.7,291.8,41.1,0.24,Sad
4.1,1,1.3,2858,0,2259,118.5,197.6,109.0,0.33,Sad
4.6,1,0.8,3024,1,3028,63.7,356.0,98.1,0.15,Sad
3.4,1,0.7,1597,1,3065,89.6,212.1,86.6,0.01,Sad
4.3,1,0.6,2920,3,2234,118.5,327.1,98.9,0.05,Sad
3.5,0,0.6,1240,3,2525,149.6,384.8,117.4,0.02,Sad
4.2,2,1.2,1186,3,2419,147.5,317.8,50.6,0.0,Sad
4.8,2,0.5,1734,3,2494,136.6,183.0,65.4,0.1,Sad
4.1,0,0.6,1478,3,2375,122.3,381.6,62.6,0.13,Sad
4.8,1,1.1,2080,1,2446,121.1,272.8,116.0,0.21,Sad
4.1,0,1.4,3607,1,2104,46.0,195.8,77.6,0.32,Sad
3.3,1,1.0,1475,0,2704,79.2,327.3,78.8,0.4,Sad
4.0,0,1.3,1606,1,2381,59.9,192.1,80.7,0.05,Sad
3.5,0,1.4,3398,1,2652,141.2,211.5,79.8,0.08,Sad
3.2,2,0.8,2164,0,2607,81.1,382.3,48.5,0.27,Sad
3.6,2,0.5,2885,3,2729,109.1,217.3,92.6,0.33,Sad
3.7,1,0.5,3549,1,2232,135.0,350.4,62.6,0.38,Sad
4.6,1,1.2,3241,0,2616,68.1,210.0,101.7,0.38,Sad
3.8,1,0.5,1852,2,3125,122.8,313.5,49.6,0.07,Sad
4.0,2,0.9,2270,1,2535,113.2,358.0,81.0,0.36,Sad
4.0,2,1.4,2951,3,1984,123.2,352.7,89.1,0.11,Sad
3.9,1,0.9,1165,1,3126,115.5,188.8,79.6,0.21,Sad
4.3,0,1.0,2190,3,2415,56.3,181.9,112.2,0.19,Sad
4.7,2,1.0,2210,0,1892,96.5,277.7,73.0,0.23,Sad
3.9,2,1.2,2037,0,2831,41.8,335.1,77.0,0.14,Sad
4.6,2,1.3,1185,2,2442,104.6,263.7,93.6,0.03,Sad
4.2,0,0.8,1766,2,3179,51.7,283.6,40.5,0.08,Sad
3.2,1,0.7,2954,3,2420,108.0,393.5,68.9,0.18,Sad
4.3,0,1.2,2617,1,2076,41.5,178.0,41.3,0.32,Sad
4.9,0,1.4,1857,1,2692,132.6,364.5,83.1,0.19,Sad
3.2,0,1.3,1606,0,2140,139.3,334.7,75.6,0.19,Sad
4.0,0,0.5,2841,2,2966,131.2,247.9,66.7,0.23,Sad
3.2,1,1.3,2768,2,1875,93.6,271.5,87.3,0.39,Sad
4.2,0,1.2,2998,0,2664,103.4,288.3,61.4,0.09,Sad
4.3,2,1.4,1478,2,2718,116.7,155.2,63.0,0.2,Sad
3.4,2,0.8,1950,2,3033,133.9,328.8,77.5,0.2,Sad
4.8,2,1.2,2598,2,2767,128.0,361.1,89.7,0.38,Sad
3.6,0,1.2,3732,1,2120,106.6,175.2,73.3,0.19,Sad
5.0,0,0.8,1857,2,2334,79.3,189.7,106.2,0.22,Sad
4.8,0,0.5,1260,1,2047,101.8,271.6,119.5,0.14,Sad
4.6,0,1.3,3281,0,1903,141.9,259.5,76.6,0.11,Sad
4.7,2,0.6,1433,0,2951,44.6,176.4,90.4,0.31,Sad
4.7,2,1.4,1643,3,2836,94.8,367.6,52.3,0.29,Sad
3.7,1,1.3,1503,3,1813,67.0,352.3,67.3,0.34,Sad
4.0,1,0.6,2525,2,3089,113.1,187.9,100.3,0.29,Sad
3.8,1,0.7,2756,3,2857,127.4,240.4,42.4,0.17,Sad
3.3,0,0.5,3119,2,2444,84.2,343.1,74.7,0.38,Sad
3.8,2,0.5,3627,0,3093,147.8,349.8,110.1,0.06,Sad
4.9,1,0.9,3788,2,2504,40.9,219.9,82.2,0.28,Sad
4.8,2,1.2,2827,3,2507,137.6,345.4,72.4,0.26,Sad
3.4,1,0.8,1151,1,2865,149.1,221.0,47.4,0.21,Sad
4.1,0,1.0,3603,2,2294,131.5,226.0,73.8,0.06,Sad
4.0,2,1.2,2527,2,2053,45.3,312.7,50.0,0.1,Sad
3.6,0,1.2,2856,1,2517,72.9,316.7,105.2,0.14,Sad
4.1,0,0.6,2546,0,2471,96.8,198.1,102.3,0.21,Sad
3.9,0,0.6,2743,0,1927,86.7,182.5,57.2,0.33,Sad
3.2,2,1.2,2649,3,2340,104.3,309.1,119.7,0.24,Sad
4.4,0,1.4,3997,1,2835,54.0,327.8,50.4,0.39,Sad
4.4,1,1.4,1483,3,1866,122.1,386.0,69.5,0.28,Sad
4.9,1,1.1,2673,2,1882,97.5,179.4,64.4,0.04,Sad
3.7,0,0.8,1114,3,1899,143.1,226.3,62.7,0.32,Sad
3.4,1,1.2,1008,0,1891,85.9,293.3,85.3,0.05,Sad
4.8,2,1.3,2946,1,2083,95.5,265.2,76.0,0.33,Sad
3.9,2,1.4,2332,3,2593,65.6,248.8,83.3,0.04,Sad
4.9,0,1.4,2136,0,2971,109.3,342.9,64.7,0.26,Sad
4.3,2,1.1,1348,0,2967,97.4,337.6,80.2,0.08,Sad
3.0,0,1.2,3178,2,2221,67.0,326.4,111.0,0.07,Sad
3.9,2,1.3,3485,0,2806,134.8,155.8,75.0,0.13,Sad
3.8,0,1.4,2299,0,2003,99.6,221.3,54.6,0.15,Sad
4.5,0,0.7,2668,2,2171,43.0,164.6,71.2,0.27,Sad
3.6,0,0.9,2327,0,2214,66.4,299.3,58.9,0.1,Sad
4.0,1,1.0,1471,3,2932,84.8,271.0,72.6,0.11,Sad
3.5,2,1.4,2102,0,2304,123.9,312.9,50.0,0.22,Angry
4.1,0,0.9,3604,2,2906,148.4,345.5,83.0,0.2,Angry
3.8,1,1.4,2850,2,3137,146.9,150.1,114.7,0.02,Angry
4.0,1,1.1,3785,1,2998,132.5,220.3,52.9,0.15,Angry
4.1,0,0.6,1367,1,2939,149.9,369.6,56.9,0.16,Angry
4.0,2,1.3,3793,2,2727,70.0,315.6,65.7,0.38,Angry
3.4,2,1.5,2345,1,3123,141.4,302.2,40.3,0.01,Angry
3.0,2,0.7,3276,3,2604,99.2,346.8,91.9,0.36,Angry
3.2,0,0.5,3750,2,2570,131.0,239.5,54.2,0.18,Angry
4.5,1,1.2,1034,1,2710,41.0,335.8,100.7,0.05,Angry
4.4,2,1.2,1784,2,2252,65.8,273.5,69.0,0.04,Angry
3.6,0,1.4,3895,1,3107,83.6,367.5,85.5,0.24,Angry
4.0,2,1.1,3702,1,1933,104.7,336.5,50.2,0.3,Angry
4.9,1,1.4,3142,1,3188,42.5,392.5,94.2,0.29,Angry
4.2,1,1.2,2859,0,2461,87.6,398.8,61.9,0.0,Angry
4.4,0,1.0,2480,1,1896,70.6,255.0,75.9,0.21,Angry
3.0,0,0.7,1335,1,2667,145.4,379.2,55.8,0.35,Angry
3.7,1,0.6,3561,3,1849,105.2,306.6,66.7,0.04,Angry
3.5,0,0.6,1976,2,2864,127.4,385.9,102.1,0.38,Angry
4.2,0,1.3,3561,0,1924,140.8,244.3,111.2,0.18,Angry
4.4,1,1.3,1253,0,2417,107.2,258.0,48.1,0.37,Angry
3.1,2,0.6,2562,3,2277,135.1,346.9,89.9,0.16,Angry
3.9,2,1.0,2753,0,2495,111.6,318.9,42.1,0.35,Angry
4.0,2,1.1,1442,0,3014,126.8,198.4,85.9,0.04,Angry
4.3,2,0.8,2724,3,2180,66.7,349.3,44.8,0.19,Angry
3.6,1,0.9,3669,1,2101,91.6,300.8,63.3,0.3,Angry
4.9,0,1.0,3693,1,2838,130.1,289.9,44.4,0.27,Angry
3.7,0,1.5,3623,2,2187,113.5,323.7,118.6,0.36,Angry
4.2,1,0.8,3369,2,2657,76.1,176.2,110.1,0.23,Angry
4.8,2,1.0,1015,1,2755,108.6,209.8,98.8,0.26,Angry
4.9,0,0.8,2539,0,2543,41.1,239.5,84.4,0.08,Angry
3.3,1,0.9,3585,0,1860,61.9,221.0,57.5,0.23,Angry
3.5,0,0.7,3271,0,2160,132.7,377.7,41.7,0.1,Angry
4.4,0,0.9,1454,2,2734,66.4,352.4,92.9,0.14,Angry
4.9,2,1.5,3552,0,2042,55.9,381.0,103.6,0.35,Angry
3.4,1,0.9,2532,1,1894,123.9,296.8,108.4,0.13,Angry
3.6,1,0.6,2012,1,2840,146.5,371.5,56.7,0.02,Angry
3.2,0,1.0,3717,3,3121,122.6,243.6,81.5,0.25,Angry
3.4,2,1.2,3152,3,2770,69.5,250.2,113.7,0.28,Angry
4.2,1,0.5,1899,1,2610,64.0,256.3,70.2,0.36,Angry
3.3,0,1.3,2042,0,2404,88.9,237.9,86.7,0.22,Angry
3.9,1,1.1,2745,3,2552,128.5,229.3,70.6,0.18,Angry
3.4,0,0.7,3643,2,2827,96.4,310.9,102.9,0.03,Angry
4.9,2,0.6,1292,1,2483,61.6,232.3,64.2,0.14,Angry
4.6,2,1.2,2124,1,2912,140.4,152.1,64.0,0.08,Angry
4.6,2,1.3,2654,0,2766,112.0,397.3,116.1,0.38,Angry
4.7,1,0.7,3962,1,2856,104.6,288.2,77.5,0.3,Angry
4.6,0,0.8,1351,3,2655,63.1,262.5,84.7,0.13,Angry
3.7,2,1.1,1525,0,2823,129.1,358.6,67.2,0.12,Angry
3.8,2,1.2,2652,2,2467,104.6,291.9,42.6,0.31,Angry
3.3,2,1.5,2352,3,2580,62.5,247.7,82.8,0.23,Angry
3.4,2,0.6,3332,2,1990,58.9,318.7,54.2,0.38,Angry
4.7,0,1.1,1109,3,2381,62.6,222.8,82.0,0.07,Angry
3.9,1,0.9,1045,3,2121,148.9,182.3,73.5,0.07,Angry
4.5,0,0.9,1845,2,2685,130.0,316.2,52.7,0.05,Angry
4.2,2,0.8,1831,3,2364,62.2,397.8,75.7,0.2,Angry
4.6,2,1.1,2011,3,2742,90.9,159.8,47.3,0.21,Angry
4.3,2,1.4,2420,2,2600,107.4,352.5,54.0,0.28,Angry
3.5,2,1.4,2769,1,2964,50.5,324.7,43.5,0.18,Angry
4.8,2,0.7,3572,0,2244,140.0,252.8,100.9,0.22,Angry
3.2,1,0.9,1430,3,2723,58.1,201.8,43.6,0.2,Angry
3.1,1,1.1,3767,2,2617,134.1,249.2,40.9,0.3,Angry
3.2,1,1.4,2339,3,2744,47.5,287.1,59.4,0.27,Angry
4.9,0,0.6,2143,0,3043,51.1,223.5,82.8,0.34,Angry
3.8,0,0.6,1045,3,2533,59.6,328.6,111.4,0.27,Angry
4.1,2,0.9,1195,0,2599,115.9,261.0,87.9,0.33,Angry
3.1,1,0.9,1826,1,2209,50.1,255.4,119.1,0.37,Angry
3.7,0,0.7,3740,1,2142,44.8,278.1,105.2,0.03,Angry
3.6,2,1.1,3558,3,2676,53.3,203.4,68.5,0.08,Angry
3.3,0,0.9,2295,3,2250,47.3,353.8,92.0,0.0,Angry
3.7,2,0.6,1895,3,2008,118.4,347.8,113.8,0.16,Angry
4.1,2,0.8,1388,3,3188,141.7,342.9,50.6,0.24,Angry
3.4,2,1.3,3816,3,1938,76.9,302.1,86.8,0.13,Angry
3.8,2,1.1,1952,0,2276,42.3,339.7,49.9,0.2,Angry
3.5,0,0.9,1997,1,2567,94.9,200.5,70.1,0.25,Angry
4.3,1,0.7,3970,2,2074,70.6,310.9,100.8,0.24,Angry
4.0,0,1.5,3654,1,2478,77.7,201.5,44.3,0.33,Angry
4.8,0,1.5,3815,3,2867,75.4,260.6,40.5,0.28,Angry
4.7,0,0.6,1788,1,2057,50.1,298.2,106.5,0.02,Angry
4.9,1,0.7,1320,2,2136,119.4,211.2,54.1,0.17,Angry
3.5,0,0.8,2836,2,2785,48.8,393.1,71.9,0.39,Angry
3.3,1,0.9,3069,1,2787,42.2,245.4,108.3,0.24,Angry
4.5,2,1.4,3437,1,2326,81.8,226.5,62.7,0.21,Angry
4.1,1,1.0,2364,1,2116,140.8,151.0,108.9,0.05,Angry
4.5,1,0.9,2657,2,2586,93.9,310.3,87.1,0.37,Angry
3.8,2,0.5,1509,1,2197,123.9,389.3,101.7,0.15,Angry
4.5,2,0.8,3904,2,1918,111.6,381.6,98.9,0.2,Angry
3.5,2,0.5,2480,0,3163,111.0,215.3,76.4,0.25,Angry
4.4,2,0.8,3466,1,1825,52.8,173.1,96.9,0.23,Angry
3.8,0,1.2,1329,3,2139,131.3,213.2,64.2,0.21,Angry
4.9,2,1.2,2567,3,1982,52.0,293.2,103.8,0.23,Angry
4.6,1,0.8,1858,2,1813,148.6,354.1,40.1,0.37,Angry
3.1,1,1.2,3150,3,2149,59.4,196.6,50.7,0.17,Angry
4.0,0,1.0,1451,1,2211,46.5,195.7,100.7,0.18,Angry
3.5,2,1.4,2674,0,3103,58.3,223.3,70.2,0.18,Angry
3.6,1,0.8,3398,0,1819,46.7,337.9,40.6,0.09,Angry
4.2,0,1.5,1396,3,3034,97.2,390.5,61.3,0.08,Angry
4.0,1,1.3,3475,2,2445,129.9,385.2,93.2,0.17,Angry
3.8,0,0.6,2458,0,2735,135.8,250.5,106.8,0.35,Angry
4.9,1,0.5,1503,1,2554,89.7,321.5,109.6,0.35,Angry
4.0,1,1.2,1012,0,3097,79.6,161.4,104.6,0.39,Angry
3.7,2,0.9,3485,0,2513,87.1,382.9,114.5,0.19,Angry
5.0,1,1.4,1411,1,2093,135.7,369.1,102.8,0.29,Angry
4.4,1,0.5,3039,3,2144,138.6,388.8,78.6,0.32,Angry
4.1,2,0.7,1698,0,2016,87.8,328.9,52.8,0.3,Angry
4.9,1,1.4,2148,3,3173,53.5,183.9,82.8,0.09,Angry
4.5,0,0.6,3833,0,3118,77.8,377.5,99.4,0.13,Angry
4.5,1,1.2,3301,1,2257,68.5,222.7,48.9,0.39,Angry
3.7,0,1.1,1770,2,2060,133.9,388.5,86.2,0.3,Angry
3.0,1,0.6,3193,3,2454,124.8,349.4,114.7,0.08,Angry
3.3,1,1.2,3419,0,2902,133.8,229.0,105.3,0.09,Angry
3.6,2,0.7,3785,2,2098,122.2,362.3,106.2,0.18,Angry
3.1,0,0.8,3057,2,2975,92.6,357.2,79.6,0.4,Angry
4.4,2,0.9,2364,1,2260,117.0,163.1,109.2,0.06,Angry
3.4,2,1.0,2604,1,1844,100.3,234.4,94.2,0.12,Angry
5.0,2,1.3,2601,2,2378,116.6,198.8,108.5,0.03,Angry
3.8,0,0.6,3377,2,2737,112.0,294.3,75.4,0.35,Angry
4.0,2,1.4,1859,1,3133,41.0,331.5,86.1,0.09,Angry
4.4,1,1.5,1604,1,1915,50.6,393.5,54.4,0.15,Angry
3.1,1,1.5,3662,1,3084,119.5,211.3,49.5,0.14,Angry
3.8,2,0.8,3441,3,3173,112.4,344.4,109.2,0.38,Angry
4.3,0,0.8,3675,0,2038,49.1,272.3,93.5,0.18,Angry
4.0,1,0.5,3346,2,1993,127.4,195.3,78.7,0.39,Angry
4.3,1,0.9,3340,0,2900,60.3,353.2,41.6,0.05,Angry
4.1,2,1.0,3171,0,2224,146.2,374.4,54.5,0.2,Angry
4.2,1,0.7,3272,0,1880,54.2,201.6,52.9,0.18,Angry
4.1,0,1.4,1143,2,2544,146.3,192.9,118.2,0.03,Angry
4.3,2,0.7,1189,2,3149,98.8,185.0,79.2,0.38,Angry
3.6,2,1.4,2442,1,2002,112.9,161.2,42.9,0.24,Angry
3.3,2,1.4,1881,1,3011,79.5,182.1,89.8,0.38,Angry
3.1,0,0.8,2563,3,2734,49.2,213.5,74.0,0.26,Angry
4.4,1,1.0,1289,1,2562,102.0,311.9,80.9,0.25,Angry
3.3,1,1.3,2295,3,1853,146.0,211.9,61.6,0.4,Angry
4.1,2,1.2,2666,0,2543,140.0,344.5,51.7,0.03,Angry
4.6,0,0.8,1401,3,2015,126.1,180.9,82.1,0.15,Angry
4.8,1,1.1,3005,2,2929,69.8,174.8,43.8,0.04,Angry
3.6,2,1.3,1740,3,2776,105.2,214.8,94.9,0.14,Angry
4.4,2,1.2,1584,2,1908,141.0,309.8,69.6,0.15,Angry
4.6,0,1.2,2713,3,2524,127.8,275.6,62.1,0.28,Angry
3.9,0,1.4,1937,2,2632,124.8,361.3,90.8,0.12,Angry
3.2,0,0.7,1383,0,2385,101.0,273.2,109.9,0.07,Angry
4.9,0,0.9,3083,3,2819,96.7,399.5,111.0,0.37,Angry
4.4,2,0.9,3524,0,2670,117.3,337.4,59.5,0.08,Angry
4.5,0,1.5,3163,3,2145,114.2,370.5,81.9,0.27,Angry
3.5,0,0.6,1546,3,2814,81.7,243.3,49.1,0.21,Angry
4.8,0,0.7,3208,2,2412,93.1,216.2,40.2,0.34,Angry
4.3,2,0.9,2248,0,2748,138.2,362.1,44.6,0.37,Angry
3.0,0,1.0,2222,2,2181,84.2,152.2,74.5,0.14,Angry
3.4,1,1.0,1629,0,2118,124.6,212.5,77.7,0.16,Angry
3.7,1,0.9,1746,0,2698,112.2,259.8,51.2,0.21,Angry
4.5,0,0.5,3904,2,1882,54.7,255.3,66.5,0.08,Angry
3.1,1,1.2,2963,0,2662,93.8,273.9,94.5,0.38,Angry
3.3,2,1.3,2637,3,2069,52.1,177.0,41.7,0.2,Angry
3.3,2,1.0,3803,2,2679,147.4,334.4,74.7,0.09,Angry
3.6,0,1.0,2756,1,2310,70.9,178.8,61.1,0.1,Angry
4.4,2,1.2,2757,0,2828,107.2,197.2,108.4,0.08,Angry
4.3,0,0.6,1493,2,2193,142.2,256.6,89.3,0.05,Angry
3.2,2,0.6,2668,1,2254,77.0,269.8,80.8,0.21,Angry
4.3,1,0.8,2102,3,2305,75.2,161.9,43.3,0.15,Angry
3.1,1,1.2,1868,0,2682,60.3,387.1,69.1,0.11,Angry
3.6,0,0.6,1055,2,2538,121.5,240.3,102.3,0.27,Angry
4.1,2,0.9,3663,3,1978,137.6,182.6,99.4,0.11,Angry
3.2,0,1.1,3680,3,2002,48.2,286.6,67.4,0.33,Angry
4.5,0,1.5,1827,0,2061,61.1,287.6,60.2,0.21,Angry
4.8,1,1.4,3295,3,3089,118.9,377.7,45.4,0.39,Angry
3.8,0,1.4,3063,2,2064,71.9,389.0,44.9,0.32,Angry
4.9,2,0.7,2628,0,2138,88.2,277.3,85.0,0.2,Angry
3.8,0,1.1,1847,1,3012,116.6,369.8,103.3,0.07,Angry
3.9,0,1.2,3150,2,2349,100.7,192.8,43.6,0.1,Angry
3.5,1,0.5,1606,1,2353,136.1,162.9,118.4,0.38,Angry
5.0,1,0.7,1475,2,2464,49.2,326.4,83.9,0.0,Angry
4.4,0,0.9,3504,0,2528,64.1,391.3,54.1,0.12,Angry
4.9,2,1.0,3389,3,3139,68.3,306.6,88.3,0.04,Angry
3.4,2,0.9,2328,3,2118,89.1,332.5,74.7,0.11,Angry
3.3,0,1.0,3031,1,2186,102.7,385.8,54.4,0.07,Angry
3.6,2,0.8,1727,1,1942,55.8,256.6,76.4,0.33,Angry
4.3,2,0.9,3966,0,3035,51.0,246.0,48.8,0.21,Angry
3.0,0,1.3,1179,2,2092,143.2,299.9,103.4,0.05,Angry
3.0,1,1.3,3221,0,2214,55.3,339.9,111.4,0.29,Angry
4.6,0,0.8,2961,2,3085,99.8,155.3,43.6,0.06,Angry
4.1,0,0.6,2701,0,2264,87.0,186.8,92.4,0.06,Angry
3.5,2,1.4,2575,0,2807,58.7,177.5,48.1,0.27,Angry
4.9,1,0.9,3521,0,1888,106.5,194.5,82.4,0.13,Angry
4.2,2,1.2,1615,2,3079,129.9,237.1,48.3,0.36,Angry
4.8,2,1.2,2087,0,1804,134.8,394.5,102.2,0.32,Angry
3.3,1,0.6,2829,0,2031,103.6,389.9,62.3,0.29,Angry
3.2,1,1.5,1744,2,2812,86.6,323.4,73.1,0.31,Angry
4.6,1,0.8,3678,3,2925,94.7,283.4,82.6,0.37,Angry
4.6,2,0.9,3379,1,1978,65.9,150.7,119.5,0.29,Angry
3.0,0,1.1,1547,2,2539,133.4,366.7,105.5,0.37,Angry
3.6,1,0.6,3258,1,2231,131.1,164.0,51.0,0.39,Angry
4.9,2,1.2,2546,3,2561,45.9,176.5,86.5,0.29,Angry
4.0,1,1.1,1647,1,1961,67.0,153.1,106.5,0.01,Angry
3.8,2,1.3,2924,2,2762,85.3,234.3,102.5,0.3,Angry
4.4,2,0.8,1638,0,3037,122.6,275.8,40.9,0.02,Angry
4.7,1,1.2,2860,2,2265,86.6,189.2,117.8,0.22,Angry
4.0,1,1.5,1512,0,2248,83.2,355.6,118.1,0.3,Angry
4.2,1,0.6,3836,3,2579,58.1,350.8,91.7,0.19,Angry
3.4,1,0.6,1318,0,2290,71.0,285.4,45.2,0.15,Angry
4.2,0,1.3,2266,0,2292,69.6,394.2,85.2,0.08,Angry
